24240,2,1,1,1800,1,4,2001,0.000000,5.800000,6.950000,1,0,1
24241,4,3,2,1800,1,4,2001,0.000000,1.000000,5.500000,0,0,2
24242,6,5,3,1800,1,4,2001,0.000000,2.100000,5.500000,2,2,2
24243,8,7,4,1800,1,4,2001,0.300000,2.600000,6.950000,4,1,1
24244,10,9,5,1800,1,4,2001,0.000000,2.900000,7.500000,3,0,1
24245,12,11,6,1800,1,4,2001,0.000000,1.000000,5.500000,0,3,3
24246,14,13,7,2015,1,4,2001,0.000000,4.100000,4.700000,4,3,1
24260,7,10,8,1800,7,4,2001,0.100000,4.100000,0.450000,1,1,2
24261,3,12,9,1800,7,4,2001,0.000000,1.500000,5.650000,0,1,3
24262,1,14,10,1800,7,4,2001,0.000000,3.400000,3.250000,1,3,3
24263,13,8,14,2005,7,4,2001,0.000000,1.700000,2.300000,2,1,1
24264,9,6,11,1800,7,4,2001,0.000000,2.600000,7.350000,1,0,1
24265,5,4,12,1800,7,4,2001,0.000000,-9999.999999,4.250000,1,2,3
24266,11,2,13,1800,7,4,2001,0.100000,2.600000,-0.800000,2,0,1
24267,7,13,8,2005,7,4,2001,-0.100000,2.850000,-1.850000,1,4,3
24268,2,3,1,1800,7,4,2001,0.100000,2.100000,9.100000,3,4,3
24269,4,9,2,1800,7,4,2001,0.000000,1.000000,4.250000,4,1,1
24270,6,10,3,1800,7,4,2001,0.000000,3.600000,4.250000,1,2,3
24271,8,1,4,1800,7,4,2001,0.000000,4.600000,4.850000,1,1,2
24272,12,5,6,1800,7,4,2001,0.000000,0.000000,4.250000,4,0,1
24273,14,11,7,1800,7,4,2001,0.000000,1.500000,5.650000,4,0,1
24274,3,14,9,1900,3,5,2001,0.000000,3.550000,6.300000,1,3,3
24275,6,7,3,1900,3,5,2001,0.000000,1.000000,9.050000,2,1,1
24276,1,13,10,1900,3,5,2001,0.000000,4.100000,7.250000,0,3,3
24277,10,4,5,1900,3,5,2001,0.000000,1.100000,9.350000,4,1,1
24278,9,12,11,1900,3,5,2001,0.000000,3.000000,6.700000,1,0,1
24279,5,2,12,1900,3,5,2001,0.000000,-9999.999999,9.050000,2,6,3
24280,11,8,13,1900,3,5,2001,0.100000,-9999.999999,4.250000,0,2,3
24281,7,1,8,1800,7,5,2001,-0.100000,4.150000,6.800000,0,2,3
24282,2,9,1,1800,7,5,2001,0.100000,3.000000,14.150000,2,1,1
24283,4,6,2,1800,7,5,2001,0.000000,1.000000,18.250000,2,1,1
24284,8,3,4,1800,7,5,2001,0.000000,4.600000,8.100000,5,0,1
24285,13,11,14,1800,7,5,2001,0.000000,0.850000,16.150000,3,0,1
24286,12,10,6,1800,7,5,2001,0.000000,1.500000,18.250000,1,0,1
24287,14,5,7,1800,7,5,2001,0.100000,2.600000,9.350000,1,1,2
24288,3,13,9,1800,7,5,2001,0.100000,1.150000,9.350000,1,2,3
24289,4,7,2,1800,7,5,2001,0.000000,1.000000,18.250000,1,0,1
24290,6,12,3,1800,7,5,2001,0.000000,2.300000,18.250000,1,1,2
24291,10,2,5,1600,7,5,2001,0.100000,1.450000,16.350000,2,2,2
24292,9,14,11,1800,7,5,2001,0.100000,1.950000,15.900000,0,1,3
24293,5,8,12,2005,7,5,2001,0.000000,-9999.999999,13.450000,1,1,2
24294,11,1,13,1800,7,5,2001,-0.100000,6.200000,8.050000,0,1,3
24295,7,11,8,1800,3,5,2001,0.100000,17.000000,3.750000,1,0,1
24296,2,6,1,1800,3,5,2001,0.000000,4.850000,7.800000,2,1,1
24297,8,9,4,1800,3,5,2001,0.000000,6.700000,4.550000,3,2,1
24298,1,3,10,1800,3,5,2001,0.000000,6.300000,7.600000,2,1,1
24299,13,5,14,1800,3,5,2001,0.000000,4.350000,4.600000,4,0,1
24300,12,4,6,1800,3,5,2001,0.000000,1.000000,9.900000,3,2,1
24301,14,10,7,1800,3,5,2001,0.000000,7.450000,7.150000,1,0,1
24302,3,11,9,1800,7,5,2001,0.100000,1.150000,9.350000,3,0,1
24303,4,2,2,1800,7,5,2001,0.000000,1.000000,18.250000,2,1,1
24304,6,14,3,1800,7,5,2001,0.000000,2.300000,18.250000,1,1,2
24305,10,8,5,1800,7,5,2001,0.000000,0.700000,15.550000,2,1,1
24306,9,13,11,1800,7,5,2001,0.100000,1.950000,15.900000,1,6,3
24307,12,7,6,1800,7,5,2001,0.000000,1.500000,18.250000,2,1,1
24308,5,1,12,1800,7,5,2001,0.000000,1.000000,18.250000,2,4,3
24309,7,3,8,1800,4,5,2001,0.500000,2.600000,1.350000,0,0,2
24310,2,12,1,2005,4,5,2001,0.000000,4.650000,5.250000,8,1,1
24311,8,6,4,1800,4,5,2001,0.000000,4.600000,5.050000,3,2,1
24312,1,9,10,1800,4,5,2001,0.000000,3.600000,8.400000,1,2,3
24313,13,10,14,1800,4,5,2001,0.000000,2.000000,4.250000,2,1,1
24314,11,5,13,1800,4,5,2001,0.000000,3.100000,3.200000,0,1,3
24315,14,4,7,1800,4,5,2001,0.000000,9.000000,5.650000,3,2,1
24316,2,7,1,1800,7,6,2001,0.600000,5.150000,7.700000,2,2,2
24317,4,8,2,1800,7,6,2001,0.000000,1.000000,11.400000,4,1,1
24318,6,13,3,1800,7,6,2001,0.000000,1.800000,11.400000,1,1,2
24319,10,1,5,1800,7,6,2001,0.000000,1.550000,10.150000,3,1,1
